#: table_doi: 10.17182/hepdata.127979.v1/t18
#: name: Table 18
#: description: Average nuclear modification factor of D$^{0}$, D$^{+}$ and D*$^{+}$ meson in Pb-Pb collisions at $\sqrt{s_\mathrm{NN}}=5.02$ TeV, in the 30-50% centrality class, in |y|<0.5 and as a function of $p_\mathrm{T}$.
#: data_file: Table_18.yaml
#: keyword observables: Nuclear modification factor
#: keyword reactions: Pb-Pb --> D$^{0}$, D$^{+}$, D*$^+$ + X
#: keyword cmenergies: 5020.0
#: CENTRALITY,,,30-50%
#: SQRT(S),,,5020.0 GeV
# $p_\mathrm{T}$ [GeV/$c$],$p_\mathrm{T}$ [GeV/$c$] LOW,$p_\mathrm{T}$ [GeV/$c$] HIGH,RAA,stat. +,stat. -,syst. +,syst. -,syst. global normalization uncertainty +,syst. global normalization uncertainty -
0.5  0  1  0.87875  0.203295  -0.203295  0.13377  -0.133777  3.60021%  -3.60021%
1.25  1  1.5  0.8266  0.219827  -0.219827  0.174293  -0.181265  3.60021%  -3.60021%
1.75  1.5  2  0.776535  0.0840977  -0.0840977  0.118092  -0.118636  3.60021%  -3.60021%
2.25  2  2.5  0.814991  0.0504386  -0.0504386  0.0995167  -0.0994984  3.60021%  -3.60021%
2.75  2.5  3  0.73004  0.0366582  -0.0366582  0.0863825  -0.0862901  3.60021%  -3.60021%
3.25  3  3.5  0.618999  0.0248544  -0.0248544  0.0815779  -0.0801664  3.60021%  -3.60021%
3.75  3.5  4  0.570908  0.0220608  -0.0220608  0.0764353  -0.0748121  3.60021%  -3.60021%
4.25  4  4.5  0.52064  0.019231  -0.019231  0.0703549  -0.069026  3.60021%  -3.60021%
4.75  4.5  5  0.489095  0.0180029  -0.0180029  0.0675548  -0.0661225  3.60021%  -3.60021%
5.25  5  5.5  0.476165  0.0171548  -0.0171548  0.065765  -0.0647235  3.60021%  -3.60021%
5.75  5.5  6  0.434235  0.0161598  -0.0161598  0.0604373  -0.0593116  3.60021%  -3.60021%
6.25  6  6.5  0.430942  0.0183054  -0.0183054  0.0605083  -0.0589699  3.60021%  -3.60021%
6.75  6.5  7  0.409418  0.018529  -0.018529  0.0582088  -0.0568175  3.60021%  -3.60021%
7.25  7  7.5  0.400003  0.0202756  -0.0202756  0.0568656  -0.0552564  3.60021%  -3.60021%
7.75  7.5  8  0.420392  0.0221994  -0.0221994  0.0591057  -0.0576881  3.60021%  -3.60021%
8.5  8  9  0.456615  0.019439  -0.019439  0.0615  -0.0594691  3.60021%  -3.60021%
9.5  9  10  0.386765  0.0187527  -0.0187527  0.0504721  -0.04876  3.60021%  -3.60021%
11.0  10  12  0.422852  0.0192084  -0.0192084  0.0553885  -0.0533048  3.60021%  -3.60021%
14.0  12  16  0.468947  0.0235649  -0.0235649  0.0619485  -0.0588834  3.60021%  -3.60021%
20.0  16  24  0.556495  0.0432442  -0.0432442  0.0721099  -0.0676929  3.60021%  -3.60021%
30.0  24  36  0.500158  0.0655033  -0.0655033  0.0517687  -0.0516181  3.60021%  -3.60021%
43.0  36  50  0.728858  0.10601  -0.10601  0.200364  -0.247389  3.60021%  -3.60021%

