RAA of B and non prompt D from B for Pb-Pb @ 5 TeV in the 0-100% centrality class, with elastic + LPM radiative energy loss model (K=0.8)
obtained with MC@HQ + EPOS2 framework (same as for the Sapore Gravis Report arxiv:1506.03981)
1st: pt
2nd: RAA(B), |y|<1
3rd: RAA(D<-B), |y|<1 
generated 2018/05/05
contact: gossiaux@subatech.in2p3.fr

0.25	 1.50747	1.16486
0.75	 1.50303	1.15037
1.25	 1.47582	1.12247
1.75	 1.43664	1.08207
2.25	 1.37165	1.03344
2.75	 1.28986	0.978141
3.25	 1.19968	0.919193
3.75	 1.10558	0.859395
4.25	 1.01221	0.803749
4.75	 0.928875	0.753672
5.25	 0.852653	0.710025
5.75	 0.786108	0.671624
6.25	 0.728925	0.642254
6.75	 0.681644	0.614691
7.25	 0.64232	0.5944
7.75	 0.608153	0.575923
9.	 0.554816	0.549194
11.	 0.496683	0.512528
13.	 0.466606	0.49406
15.	 0.447705	0.482068
17.	 0.43875	0.474763
19.	 0.433768	0.476513
22.5	 0.4314		0.467138
27.5	 0.432245	0.469757
32.5	 0.436394	0.474713
37.5	 0.438215	0.477128
45.	 0.450394	0.489313
55.	 0.46252	0.462876
65.	 0.452295	0.47152
75.	 0.50215	0.530671
85.	 0.510963	0.47307
95.	 0.484848	0.600001
