# https://lhcbproject.web.cern.ch/Publications/LHCbProjectPublic/Directory_LHCb-PAPER-2023-006/Table_21.tex
1.75  1.5  2.0   0.147  0.006  0.006  0.016  0.016       
2.25  2.0  2.5   0.151  0.005  0.005  0.012  0.012       
2.75  2.5  3.0   0.169  0.005  0.005  0.008  0.008       
3.25  3.0  3.5   0.159  0.007  0.007  0.008  0.008       
3.75  3.5  4.0   0.135  0.018  0.018  0.012  0.012       
-2.75  -3.0  -2.5   0.159  0.009  0.009  0.027  0.027 
-3.25  -3.5  -3.0   0.149  0.008  0.008  0.016  0.016 
-3.75  -4.0  -3.5   0.166  0.009  0.009  0.013  0.013 
-4.25  -4.5  -4.0  0.183  0.019  0.019  0.024  0.024 
-4.75  -5.0  -4.5   0.086  0.021  0.021  0.013  0.013 
