# https://lhcbproject.web.cern.ch/Publications/LHCbProjectPublic/Directory_LHCb-PAPER-2023-006/Table_20.tex
1.75  1.5  2.0   0.311  0.011  0.011  0.030  0.030
2.25  2.0  2.5   0.340  0.003  0.003  0.024  0.024
2.75  2.5  3.0   0.371  0.003  0.003  0.017  0.017
3.25  3.0  3.5   0.368  0.003  0.003  0.014  0.014
3.75  3.5  4.0   0.362  0.006  0.006  0.028  0.028
-2.75  -3.0  -2.5   0.283  0.011  0.011  0.041  0.041
-3.25  -3.5  -3.0   0.301  0.004  0.004  0.027  0.027
-3.75  -4.0  -3.5   0.328  0.004  0.004  0.022  0.022
-4.25  -4.5  -4.0   0.317  0.007  0.007  0.023  0.023
-4.75  -5.0  -4.5   0.325  0.016  0.016  0.039  0.039
