RAA of B and non prompt D from B for Pb-Pb @ 5 TeV in the 0-100% centrality class, with pure elastic energy loss model (K=1.5)
obtained with MC@HQ + EPOS2 framework (same as for the Sapore Gravis Report arxiv:1506.03981)
1st: pt
2nd: RAA(B), |y|<1
3rd: RAA(D<-B), |y|<1 
generated 2018/05/05
contact: gossiaux@subatech.in2p3.fr

0.25	 1.54896	1.21383
0.75	 1.54797	1.19254
1.25	 1.53949	1.15461
1.75	 1.51524	1.10272
2.25	 1.46184	1.04114
2.75	 1.37914	0.968297
3.25	 1.26864	0.889513
3.75	 1.14591	0.809337
4.25	 1.02388	0.733303
4.75	 0.908473	0.666769
5.25	 0.804742	0.611348
5.75	 0.715601	0.567305
6.25	 0.642656	0.531738
6.75	 0.582615	0.504793
7.25	 0.536555	0.486662
7.75	 0.498676	0.472092
9.	 0.443486	0.454209
11.	 0.391983	0.440482
13.	 0.373355	0.444607
15.	 0.369984	0.451347
17.	 0.37347	0.459089
19.	 0.380161	0.472785
22.5	 0.393204	0.491485
27.5	 0.416775	0.517074
32.5	 0.449756	0.539555
37.5	 0.463801	0.56657
45.	 0.503666	0.611609
55.	 0.541406	0.653316
65.	 0.571797	0.674387
75.	 0.633409	0.720222
85.	 0.653592	0.695259
95.	 0.660752	0.787148
